"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AZ","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.006","","01/01/2015","12/31/2015"
"CA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.167","","01/01/2015","12/31/2015"
"CO","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.049","","01/01/2015","12/31/2015"
"CT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.127","","01/01/2015","12/31/2015"
"DC","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.414","","01/01/2015","12/31/2015"
"DE","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.206","","01/01/2015","12/31/2015"
"FL","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.952","","01/01/2015","12/31/2015"
"GA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.185","","01/01/2015","12/31/2015"
"GU","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","2.996","","01/01/2015","12/31/2015"
"HI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.934","","01/01/2015","12/31/2015"
"IA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.202","","01/01/2015","12/31/2015"
"ID","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.070","","01/01/2015","12/31/2015"
"IL","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.955","","01/01/2015","12/31/2015"
"IN","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.077","","01/01/2015","12/31/2015"
"KS","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.038","","01/01/2015","12/31/2015"
"KY","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.009","","01/01/2015","12/31/2015"
"LA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.112","","01/01/2015","12/31/2015"
"MA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.176","","01/01/2015","12/31/2015"
"MD","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.101","","01/01/2015","12/31/2015"
"ME","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.343","","01/01/2015","12/31/2015"
"MI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.068","","01/01/2015","12/31/2015"
"MN","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.135","","01/01/2015","12/31/2015"
"MO","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.015","","01/01/2015","12/31/2015"
"MP","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.960","","01/01/2015","12/31/2015"
"MT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.434","","01/01/2015","12/31/2015"
"NC","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.009","","01/01/2015","12/31/2015"
"ND","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.137","","01/01/2015","12/31/2015"
"NE","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.142","","01/01/2015","12/31/2015"
"NH","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.056","","01/01/2015","12/31/2015"
"NJ","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.233","","01/01/2015","12/31/2015"
"NM","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.228","","01/01/2015","12/31/2015"
"NV","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.828","","01/01/2015","12/31/2015"
"NY","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.172","","01/01/2015","12/31/2015"
"OH","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.893","","01/01/2015","12/31/2015"
"OK","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.032","","01/01/2015","12/31/2015"
"OR","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.107","","01/01/2015","12/31/2015"
"PA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.080","","01/01/2015","12/31/2015"
"PR","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.723","","01/01/2015","12/31/2015"
"RI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.438","","01/01/2015","12/31/2015"
"SC","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.300","","01/01/2015","12/31/2015"
"SD","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.385","","01/01/2015","12/31/2015"
"TN","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.970","","01/01/2015","12/31/2015"
"TX","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.924","","01/01/2015","12/31/2015"
"UT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.589","","01/01/2015","12/31/2015"
"VA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.094","","01/01/2015","12/31/2015"
"VI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","6.267","","01/01/2015","12/31/2015"
"VT","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.236","","01/01/2015","12/31/2015"
"WA","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","1.127","","01/01/2015","12/31/2015"
"WI","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.984","","01/01/2015","12/31/2015"
"WV","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.799","","01/01/2015","12/31/2015"
"WY","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","0.627","","01/01/2015","12/31/2015"
"AK","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.844","","01/01/2015","12/31/2015"
"AL","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.771","","01/01/2015","12/31/2015"
"AR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.017","","01/01/2015","12/31/2015"
"AS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.814","","01/01/2015","12/31/2015"
"CA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.080","","01/01/2015","12/31/2015"
"CO","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.824","","01/01/2015","12/31/2015"
"CT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.881","","01/01/2015","12/31/2015"
"DC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.998","","01/01/2015","12/31/2015"
"DE","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.680","","01/01/2015","12/31/2015"
"FL","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.861","","01/01/2015","12/31/2015"
"GA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.035","","01/01/2015","12/31/2015"
"GU","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","-","","01/01/2015","12/31/2015"
"HI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.547","","01/01/2015","12/31/2015"
"IA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.899","","01/01/2015","12/31/2015"
"ID","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.667","","01/01/2015","12/31/2015"
"IL","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.828","","01/01/2015","12/31/2015"
"IN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.893","","01/01/2015","12/31/2015"
"KS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.770","","01/01/2015","12/31/2015"
"KY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.820","","01/01/2015","12/31/2015"
"LA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.931","","01/01/2015","12/31/2015"
"MA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.008","","01/01/2015","12/31/2015"
"MD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.899","","01/01/2015","12/31/2015"
"ME","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.843","","01/01/2015","12/31/2015"
"MI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.930","","01/01/2015","12/31/2015"
"MN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.906","","01/01/2015","12/31/2015"
"MO","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.849","","01/01/2015","12/31/2015"
"MP","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.740","","01/01/2015","12/31/2015"
"MT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.813","","01/01/2015","12/31/2015"
"NC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.868","","01/01/2015","12/31/2015"
"ND","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.666","","01/01/2015","12/31/2015"
"NE","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.791","","01/01/2015","12/31/2015"
"NH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.654","","01/01/2015","12/31/2015"
"NJ","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.062","","01/01/2015","12/31/2015"
"NM","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.868","","01/01/2015","12/31/2015"
"NV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.612","","01/01/2015","12/31/2015"
"NY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.071","","01/01/2015","12/31/2015"
"OH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.781","","01/01/2015","12/31/2015"
"OK","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.829","","01/01/2015","12/31/2015"
"OR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.827","","01/01/2015","12/31/2015"
"PA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.966","","01/01/2015","12/31/2015"
"PR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.417","","01/01/2015","12/31/2015"
"RI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.924","","01/01/2015","12/31/2015"
"SC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.067","","01/01/2015","12/31/2015"
"SD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.785","","01/01/2015","12/31/2015"
"TN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.827","","01/01/2015","12/31/2015"
"TX","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.837","","01/01/2015","12/31/2015"
"UT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","1.187","","01/01/2015","12/31/2015"
"VA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.919","","01/01/2015","12/31/2015"
"VI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","2.178","","01/01/2015","12/31/2015"
"VT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.595","","01/01/2015","12/31/2015"
"WA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.919","","01/01/2015","12/31/2015"
"WI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.785","","01/01/2015","12/31/2015"
"WV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.583","","01/01/2015","12/31/2015"
"WY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.104","","01/01/2015","12/31/2015"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.250","","01/01/2015","12/31/2015"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.816","","01/01/2015","12/31/2015"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.848","","01/01/2015","12/31/2015"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.183","","01/01/2015","12/31/2015"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.035","","01/01/2015","12/31/2015"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.108","","01/01/2015","12/31/2015"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.062","","01/01/2015","12/31/2015"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.647","","01/01/2015","12/31/2015"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.441","","01/01/2015","12/31/2015"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.934","","01/01/2015","12/31/2015"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.230","","01/01/2015","12/31/2015"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.774","","01/01/2015","12/31/2015"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.228","","01/01/2015","12/31/2015"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.231","","01/01/2015","12/31/2015"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.972","","01/01/2015","12/31/2015"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.981","","01/01/2015","12/31/2015"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.297","","01/01/2015","12/31/2015"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.951","","01/01/2015","12/31/2015"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.944","","01/01/2015","12/31/2015"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.982","","01/01/2015","12/31/2015"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.068","","01/01/2015","12/31/2015"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.324","","01/01/2015","12/31/2015"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.996","","01/01/2015","12/31/2015"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.121","","01/01/2015","12/31/2015"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.833","","01/01/2015","12/31/2015"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.897","","01/01/2015","12/31/2015"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.658","","01/01/2015","12/31/2015"
"NC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.834","","01/01/2015","12/31/2015"
"ND","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.955","","01/01/2015","12/31/2015"
"NE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.941","","01/01/2015","12/31/2015"
"NH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.952","","01/01/2015","12/31/2015"
"NJ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.756","","01/01/2015","12/31/2015"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.407","","01/01/2015","12/31/2015"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.143","","01/01/2015","12/31/2015"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.217","","01/01/2015","12/31/2015"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.929","","01/01/2015","12/31/2015"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.812","","01/01/2015","12/31/2015"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.665","","01/01/2015","12/31/2015"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.927","","01/01/2015","12/31/2015"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.068","","01/01/2015","12/31/2015"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.941","","01/01/2015","12/31/2015"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.554","","01/01/2015","12/31/2015"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.831","","01/01/2015","12/31/2015"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.922","","01/01/2015","12/31/2015"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.938","","01/01/2015","12/31/2015"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.095","","01/01/2015","12/31/2015"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.174","","01/01/2015","12/31/2015"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.951","","01/01/2015","12/31/2015"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.923","","01/01/2015","12/31/2015"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.877","","01/01/2015","12/31/2015"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.378","","01/01/2015","12/31/2015"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.638","","01/01/2015","12/31/2015"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.846","","01/01/2015","12/31/2015"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.963","","01/01/2015","12/31/2015"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.066","","01/01/2015","12/31/2015"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.355","","01/01/2015","12/31/2015"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.111","","01/01/2015","12/31/2015"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.302","","01/01/2015","12/31/2015"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.285","","01/01/2015","12/31/2015"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.991","","01/01/2015","12/31/2015"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.911","","01/01/2015","12/31/2015"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.015","","01/01/2015","12/31/2015"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.369","","01/01/2015","12/31/2015"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.174","","01/01/2015","12/31/2015"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.491","","01/01/2015","12/31/2015"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.643","","01/01/2015","12/31/2015"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.088","","01/01/2015","12/31/2015"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.132","","01/01/2015","12/31/2015"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.574","","01/01/2015","12/31/2015"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.124","","01/01/2015","12/31/2015"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.120","","01/01/2015","12/31/2015"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.139","","01/01/2015","12/31/2015"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.250","","01/01/2015","12/31/2015"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.718","","01/01/2015","12/31/2015"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.116","","01/01/2015","12/31/2015"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.308","","01/01/2015","12/31/2015"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.966","","01/01/2015","12/31/2015"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.122","","01/01/2015","12/31/2015"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.045","","01/01/2015","12/31/2015"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.948","","01/01/2015","12/31/2015"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.434","","01/01/2015","12/31/2015"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.248","","01/01/2015","12/31/2015"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.315","","01/01/2015","12/31/2015"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.881","","01/01/2015","12/31/2015"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.860","","01/01/2015","12/31/2015"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.416","","01/01/2015","12/31/2015"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.324","","01/01/2015","12/31/2015"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.029","","01/01/2015","12/31/2015"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.990","","01/01/2015","12/31/2015"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.840","","01/01/2015","12/31/2015"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.024","","01/01/2015","12/31/2015"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.523","","01/01/2015","12/31/2015"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.117","","01/01/2015","12/31/2015"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.119","","01/01/2015","12/31/2015"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.961","","01/01/2015","12/31/2015"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.001","","01/01/2015","12/31/2015"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.220","","01/01/2015","12/31/2015"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.248","","01/01/2015","12/31/2015"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.878","","01/01/2015","12/31/2015"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.881","","01/01/2015","12/31/2015"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.092","","01/01/2015","12/31/2015"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.036","","01/01/2015","12/31/2015"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.708","","01/01/2015","12/31/2015"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.415","","01/01/2015","12/31/2015"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.811","","01/01/2015","12/31/2015"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.686","","01/01/2015","12/31/2015"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.665","","01/01/2015","12/31/2015"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.028","","01/01/2015","12/31/2015"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.963","","01/01/2015","12/31/2015"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.936","","01/01/2015","12/31/2015"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.870","","01/01/2015","12/31/2015"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.401","","01/01/2015","12/31/2015"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.064","","01/01/2015","12/31/2015"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.858","","01/01/2015","12/31/2015"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.102","","01/01/2015","12/31/2015"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.486","","01/01/2015","12/31/2015"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.001","","01/01/2015","12/31/2015"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.902","","01/01/2015","12/31/2015"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.865","","01/01/2015","12/31/2015"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.846","","01/01/2015","12/31/2015"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.059","","01/01/2015","12/31/2015"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.799","","01/01/2015","12/31/2015"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.790","","01/01/2015","12/31/2015"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.842","","01/01/2015","12/31/2015"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.907","","01/01/2015","12/31/2015"
