Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET","Boston","MA","02114","SUFFOLK","0.987666","0.829199","1.035869","1.029682","0 out of 10","0 out of 9","0 out of 10"
"220062","ADCARE HOSPITAL OF WORCESTER INC","107 LINCOLN STREET","Worcester","MA","01605","WORCESTER","0.987666","0.829199","0.880807","0.843272","9 out of 10","7 out of 9","9 out of 10"
"220066","MERCY MEDICAL CTR","271 CAREW STREET","Springfield","MA","01104","HAMPDEN","0.987666","0.829199","1.061129","1.043830","0 out of 10","0 out of 9","0 out of 10"
"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD","Kalamazoo","MI","49048","KALAMAZOO","0.987666","0.829199","0.960261","0.950492","3 out of 10","0 out of 9","3 out of 10"
"230029","ST JOSEPH MERCY OAKLAND","44405 WOODWARD AVE","Pontiac","MI","48341","OAKLAND","0.987666","0.829199","1.008415","0.999758","0 out of 10","0 out of 9","0 out of 10"
"230095","WEST BRANCH REGIONAL MEDICAL CENTER","2463 SOUTH M-30","West Branch","MI","48661","OGEMAW","0.987666","0.829199","0.934323","0.951825","3 out of 10","0 out of 9","3 out of 10"
"230075","BRONSON BATTLE CREEK HOSPITAL","300 NORTH AVENUE","Battle Creek","MI","49016","CALHOUN","0.987666","0.829199","0.979286","0.993074","0 out of 10","0 out of 9","0 out of 10"
"230165","ST JOHN HOSPITAL AND MEDICAL CENTER","22101 MOROSS RD","Detroit","MI","48236","WAYNE","0.987666","0.829199","1.005852","1.000000","0 out of 10","0 out of 9","0 out of 10"
"220001","HEALTHALLIANCE HOSPITALS, INC","60 HOSPITAL ROAD","Leominster","MA","01453","WORCESTER","0.987666","0.829199","1.055196","0.987565","1 out of 10","2 out of 9","2 out of 10"
"220116","TUFTS MEDICAL CENTER","800 WASHINGTON STREET","Boston","MA","02111","SUFFOLK","0.987666","0.829199","1.038302","1.032402","0 out of 10","0 out of 9","0 out of 10"
"230180","MIDMICHIGAN MEDICAL CENTER-CLARE","703 N MCEWAN ST","Clare","MI","48617","CLARE","0.987666","0.829199","0.869258","0.817081","10 out of 10","9 out of 9","10 out of 10"
"230053","HENRY FORD HOSPITAL","2799 W GRAND BLVD","Detroit","MI","48202","WAYNE","0.987666","0.829199","0.990902","1.028011","0 out of 10","0 out of 9","0 out of 10"
"230046","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","1500 E MEDICAL CENTER DRIVE, SPC 5474","Ann Arbor","MI","48109","WASHTENAW","0.987666","0.829199","0.985410","1.007247","0 out of 10","0 out of 9","0 out of 10"
"240004","HENNEPIN COUNTY MEDICAL CENTER 1","701 PARK AVENUE","Minneapolis","MN","55415","HENNEPIN","0.987666","0.829199","0.941514","0.933731","4 out of 10","0 out of 9","4 out of 10"
"240030","DOUGLAS COUNTY HOSPITAL","111 17TH AVENUE EAST","Alexandria","MN","56308","DOUGLAS","0.987666","0.829199","0.955827","0.982980","1 out of 10","0 out of 9","1 out of 10"
"240210","HEALTHEAST ST JOHN'S HOSPITAL","1575 BEAM AVENUE","Maplewood","MN","55109","RAMSEY","0.987666","0.829199","0.887900","0.953328","2 out of 10","0 out of 9","2 out of 10"
"240019","ESSENTIA HEALTH DULUTH","502 EAST SECOND STREET","Duluth","MN","55805","ST. LOUIS","0.987666","0.829199","0.986473","1.001658","0 out of 10","0 out of 9","0 out of 10"
"260064","SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN","620 E MONROE","Mexico","MO","65265","AUDRAIN","0.987666","0.829199","0.919769","0.949522","3 out of 10","0 out of 9","3 out of 10"
"260057","CAMERON REGIONAL MEDICAL CENTER","1600 E EVERGREEN","Cameron","MO","64429","CLINTON","0.987666","0.829199","0.950990","0.971669","1 out of 10","0 out of 9","1 out of 10"
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 LEE'S SUMMIT RD","Kansas City","MO","64139","JACKSON","0.987666","0.829199","0.798275","0.863719","8 out of 10","0 out of 9","8 out of 10"
"260097","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD","Warrensburg","MO","64093","JOHNSON","0.987666","0.829199","0.904997","0.865793","7 out of 10","5 out of 9","7 out of 10"
"250034","BAPTIST MEMORIAL HOSPITAL NORTH MS","2301 SOUTH LAMAR","Oxford","MS","38655","LAFAYETTE","0.987666","0.829199","0.960363","0.964398","2 out of 10","0 out of 9","2 out of 10"
"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","Laurel","MS","39440","JONES","0.987666","0.829199","0.916438","0.906855","5 out of 10","1 out of 9","5 out of 10"
"250095","SOUTH SUNFLOWER COUNTY HOSPITAL","121 E BAKER ST","Indianola","MS","38751","SUNFLOWER","0.987666","0.829199","1.029969","0.919182","4 out of 10","5 out of 9","5 out of 10"
"250138","MERIT HEALTH RIVER OAKS","1030 RIVER OAKS DRIVE","Jackson","MS","39208","RANKIN","0.987666","0.829199","0.986970","1.006228","0 out of 10","0 out of 9","0 out of 10"
"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","Greenville","MS","38704","WASHINGTON","0.987666","0.829199","1.041408","1.066713","0 out of 10","0 out of 9","0 out of 10"
"250100","BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC","2520 5TH ST N","Columbus","MS","39703","LOWNDES","0.987666","0.829199","0.958444","0.991337","0 out of 10","0 out of 9","0 out of 10"
"280013","THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE","987400 NEBRASKA MEDICAL CENTER","Omaha","NE","68198","DOUGLAS","0.987666","0.829199","0.993478","1.014992","0 out of 10","0 out of 9","0 out of 10"
"260015","TWIN RIVERS REGIONAL MEDICAL CENTER","1301 FIRST ST","Kennett","MO","63857","DUNKLIN","0.987666","0.829199","0.966436","1.007551","0 out of 10","0 out of 9","0 out of 10"
"280111","COLUMBUS COMMUNITY HOSPITAL","4600 38TH ST","Columbus","NE","68602","PLATTE","0.987666","0.829199","0.931370","0.982982","1 out of 10","0 out of 9","1 out of 10"
"290039","MOUNTAINVIEW HOSPITAL","3100 N TENAYA WAY","Las Vegas","NV","89128","CLARK","0.987666","0.829199","1.097918","1.093418","0 out of 10","0 out of 9","0 out of 10"
"290001","RENOWN REGIONAL MEDICAL CENTER","1155 MILL STREET","Reno","NV","89502","WASHOE","0.987666","0.829199","0.993223","1.009716","0 out of 10","0 out of 9","0 out of 10"
"260113","MISSOURI DELTA MEDICAL CENTER","1008 NORTH MAIN ST","Sikeston","MO","63801","NEW MADRID","0.987666","0.829199","0.968559","0.951940","3 out of 10","1 out of 9","3 out of 10"
"260078","OZARKS MEDICAL CENTER","1100 KENTUCKY AVE","West Plains","MO","65775","HOWELL","0.987666","0.829199","0.876043","0.912572","5 out of 10","0 out of 9","5 out of 10"
"430089","DUNES SURGICAL HOSPITAL","600 SIOUX POINT ROAD","Dakota Dunes","SD","57049","UNION","0.987666","0.829199","0.902691","0.863118","8 out of 10","5 out of 9","8 out of 10"
"410005","OUR LADY OF FATIMA HOSPITAL","200 HIGH SERVICE AVENUE","North Providence","RI","02904","PROVIDENCE","0.987666","0.829199","1.060470","1.003141","0 out of 10","2 out of 9","2 out of 10"
"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","Providence","RI","02906","PROVIDENCE","0.987666","0.829199","1.025753","0.965565","2 out of 10","3 out of 9","3 out of 10"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","Charleston","SC","29425","CHARLESTON","0.987666","0.829199","0.990318","0.996398","0 out of 10","0 out of 9","0 out of 10"
"420089","EAST COOPER MEDICAL CENTER","2000 HOSPITAL DR","Mount Pleasant","SC","29464","CHARLESTON","0.987666","0.829199","1.035892","1.021779","0 out of 10","0 out of 9","0 out of 10"
"420049","CONWAY MEDICAL CENTER","300 SINGLETON RIDGE ROAD","Conway","SC","29526","HORRY","0.987666","0.829199","0.943912","0.935955","3 out of 10","0 out of 9","3 out of 10"
"420037","GHS-HILLCREST MEMORIAL HOSPITAL","729 SOUTH EAST MAIN STREET","Simpsonville","SC","29681","GREENVILLE","0.987666","0.829199","0.910668","0.887090","6 out of 10","2 out of 9","6 out of 10"
"450280","BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND","2300 MARIE CURIE DRIVE","Garland","TX","75042","DALLAS","0.987666","0.829199","1.068498","1.123387","0 out of 10","0 out of 9","0 out of 10"
"450340","SAN ANGELO COMMUNITY MEDICAL CENTER","3501 KNICKERBOCKER ROAD","San Angelo","TX","76904","TOM GREEN","0.987666","0.829199","1.021222","1.007305","0 out of 10","0 out of 9","0 out of 10"
"450713","ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","901 WEST BEN WHITE BLVD","Austin","TX","78704","TRAVIS","0.987666","0.829199","1.038725","1.040861","0 out of 10","0 out of 9","0 out of 10"
"390236","GUTHRIE TOWANDA MEMORIAL HOSPITAL","91 HOSPITAL DRIVE","Towanda","PA","18848","BRADFORD","0.987666","0.829199","0.849381","0.865618","7 out of 10","0 out of 9","7 out of 10"
"390045","WILLIAMSPORT REGIONAL MEDICAL CENTER","700 HIGH STREET","Williamsport","PA","17701","LYCOMING","0.987666","0.829199","0.992032","0.991506","0 out of 10","0 out of 9","0 out of 10"
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","Bethlehem","PA","18017","LEHIGH","0.987666","0.829199","1.009306","0.997942","0 out of 10","0 out of 9","0 out of 10"
"390199","PUNXSUTAWNEY AREA HOSPITAL","81 HILLCREST DRIVE","Punxsutawney","PA","15767","JEFFERSON","0.987666","0.829199","0.992452","1.045106","0 out of 10","0 out of 9","0 out of 10"
"390073","UPMC ALTOONA","620 HOWARD AVENUE","Altoona","PA","16601","BLAIR","0.987666","0.829199","1.110664","1.097682","0 out of 10","0 out of 9","0 out of 10"
"390220","JENNERSVILLE REGIONAL HOSPITAL","1015 WEST BALTIMORE PIKE","West Grove","PA","19390","CHESTER","0.987666","0.829199","0.986068","1.078220","0 out of 10","0 out of 9","0 out of 10"
"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD","Indiana","PA","15701","INDIANA","0.987666","0.829199","0.993062","0.990625","0 out of 10","0 out of 9","0 out of 10"
"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","State College","PA","16803","CENTRE","0.987666","0.829199","0.990707","0.977800","1 out of 10","0 out of 9","1 out of 10"
"390049","ST LUKE'S HOSPITAL BETHLEHEM","801 OSTRUM STREET","Bethlehem","PA","18015","NORTHAMPTON","0.987666","0.829199","1.008335","0.972782","1 out of 10","1 out of 9","1 out of 10"
"390080","JEANES HOSPITAL","7600 CENTRAL AVENUE","Philadelphia","PA","19111","PHILADELPHIA","0.987666","0.829199","1.006283","1.041227","0 out of 10","0 out of 9","0 out of 10"
"390012","LANSDALE HOSPITAL","100 MEDICAL CAMPUS DRIVE","Lansdale","PA","19446","MONTGOMERY","0.987666","0.829199","0.971683","0.973681","1 out of 10","0 out of 9","1 out of 10"
"390006","GEISINGER MEDICAL CENTER","100 NORTH ACADEMY AVENUE","Danville","PA","17822","MONTOUR","0.987666","0.829199","1.038346","1.043161","0 out of 10","0 out of 9","0 out of 10"
"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE","Lock Haven","PA","17745","CLINTON","0.987666","0.829199","0.964678","0.957939","2 out of 10","0 out of 9","2 out of 10"
"390062","NASON HOSPITAL","105 NASON DRIVE","Roaring Spring","PA","16673","BLAIR","0.987666","0.829199","1.063387","1.010958","0 out of 10","2 out of 9","2 out of 10"
"390063","UPMC HAMOT","201 STATE STREET","Erie","PA","16550","ERIE","0.987666","0.829199","1.045847","1.052347","0 out of 10","0 out of 9","0 out of 10"
"390114","MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","300 HALKET STREET","Pittsburgh","PA","15213","ALLEGHENY","0.987666","0.829199","0.942964","0.929861","4 out of 10","1 out of 9","4 out of 10"
"380014","GOOD SAMARITAN REGIONAL MEDICAL CENTER","3600 NW SAMARITAN DRIVE","Corvallis","OR","97339","BENTON","0.987666","0.829199","0.905654","0.912877","5 out of 10","0 out of 9","5 out of 10"
"380021","TUALITY COMMUNITY HOSPITAL","335 SE 8TH AVENUE","Hillsboro","OR","97123","WASHINGTON","0.987666","0.829199","0.932533","0.888345","6 out of 10","4 out of 9","6 out of 10"
"390043","SOLDIERS AND SAILORS MEMORIAL HOSPITAL","32-36 CENTRAL AVENUE","Wellsboro","PA","16901","TIOGA","0.987666","0.829199","1.004598","0.985895","1 out of 10","1 out of 9","1 out of 10"
"390150","WASHINGTON HEALTH SYSTEM GREENE","350 BONAR AVENUE","Waynesburg","PA","15370","GREENE","0.987666","0.829199","1.026456","1.046651","0 out of 10","0 out of 9","0 out of 10"
"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","Langhorne","PA","19047","BUCKS","0.987666","0.829199","1.035675","1.049577","0 out of 10","0 out of 9","0 out of 10"
"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","Philadelphia","PA","19107","PHILADELPHIA","0.987666","0.829199","1.028171","1.014894","0 out of 10","0 out of 9","0 out of 10"
"370037","ST ANTHONY HOSPITAL","1000 NORTH LEE AVENUE","Oklahoma City","OK","73101","OKLAHOMA","0.987666","0.829199","0.963069","0.991555","0 out of 10","0 out of 9","0 out of 10"
"370190","SOUTHWESTERN REGIONAL MEDICAL CENTER, INC","10109 EAST 79TH STREET","Tulsa","OK","74133","TULSA","0.987666","0.829199","1.357824","1.192246","0 out of 10","3 out of 9","3 out of 10"
"380056","SANTIAM MEMORIAL HOSPITAL","1401 N 10TH AVENUE","Stayton","OR","97383","MARION","0.987666","0.829199","0.901774","0.915682","5 out of 10","0 out of 9","5 out of 10"
"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE","Milwaukie","OR","97222","CLACKAMAS","0.987666","0.829199","0.901002","0.887640","6 out of 10","1 out of 9","6 out of 10"
"360155","SOUTHWEST GENERAL HEALTH CENTER","18697 BAGLEY ROAD","Middleburg Heights","OH","44130","CUYAHOGA","0.987666","0.829199","1.041777","0.995481","0 out of 10","2 out of 9","2 out of 10"
"360059","METROHEALTH SYSTEM","2500 METROHEALTH DRIVE","Cleveland","OH","44109","CUYAHOGA","0.987666","0.829199","1.015657","1.011038","0 out of 10","0 out of 9","0 out of 10"
"370180","CHICKASAW NATION MEDICAL CENTER","1921 STONECIPHER BLVD","Ada","OK","74820","PONTOTOC","0.987666","0.829199","0.797959","0.855460","8 out of 10","0 out of 9","8 out of 10"
"360085","OHIO STATE UNIVERSITY HOSPITALS","410 WEST 10TH AVENUE","Columbus","OH","43218","FRANKLIN","0.987666","0.829199","0.996074","1.001276","0 out of 10","0 out of 9","0 out of 10"
"360010","UNION HOSPITAL","659 BOULEVARD","Dover","OH","44622","TUSCARAWAS","0.987666","0.829199","1.009350","1.006533","0 out of 10","0 out of 9","0 out of 10"
"360001","MERCY HOSPITAL ANDERSON","7500 STATE ROAD","Cincinnati","OH","45255","HAMILTON","0.987666","0.829199","0.976616","0.964729","2 out of 10","0 out of 9","2 out of 10"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","New Bern","NC","28560","CRAVEN","0.987666","0.829199","0.899959","0.898249","6 out of 10","0 out of 9","6 out of 10"
"340091","MOSES H CONE MEMORIAL HOSPITAL, THE","1200 N ELM ST","Greensboro","NC","27401","GUILFORD","0.987666","0.829199","0.958608","0.937495","3 out of 10","1 out of 9","3 out of 10"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","Winston-Salem","NC","27103","FORSYTH","0.987666","0.829199","0.928058","0.893883","6 out of 10","3 out of 9","6 out of 10"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","High Point","NC","27261","GUILFORD","0.987666","0.829199","0.975702","1.005086","0 out of 10","0 out of 9","0 out of 10"
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","180 PARKWOOD DR","Elkin","NC","28621","SURRY","0.987666","0.829199","0.919871","0.947420","3 out of 10","0 out of 9","3 out of 10"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","Charlotte","NC","28256","MECKLENBURG","0.987666","0.829199","1.004030","0.949480","3 out of 10","3 out of 9","3 out of 10"
"330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","Auburn","NY","13021","CAYUGA","0.987666","0.829199","0.895188","0.922277","4 out of 10","0 out of 9","4 out of 10"
"330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","New York","NY","10016","NEW YORK","0.987666","0.829199","0.983814","1.013225","0 out of 10","0 out of 9","0 out of 10"
"330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","Greenport","NY","11944","SUFFOLK","0.987666","0.829199","0.920984","0.972953","1 out of 10","0 out of 9","1 out of 10"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","Durham","NC","27710","DURHAM","0.987666","0.829199","0.975093","0.953733","2 out of 10","1 out of 9","2 out of 10"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","Whiteville","NC","28472","COLUMBUS","0.987666","0.829199","1.003363","0.940050","3 out of 10","3 out of 9","3 out of 10"
"330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","Bronx","NY","10461","BRONX","0.987666","0.829199","0.940308","0.996551","0 out of 10","0 out of 9","0 out of 10"
"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","Port Jervis","NY","12771","ORANGE","0.987666","0.829199","0.953260","0.918585","4 out of 10","2 out of 9","4 out of 10"
"330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","Buffalo","NY","14210","ERIE","0.987666","0.829199","0.959251","0.968287","2 out of 10","0 out of 9","2 out of 10"
"330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","Bronx","NY","10467","BRONX","0.987666","0.829199","0.934116","0.976533","1 out of 10","0 out of 9","1 out of 10"
"330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","Brooklyn","NY","11215","KINGS","0.987666","0.829199","1.011373","1.012216","0 out of 10","0 out of 9","0 out of 10"
"330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","Jamestown","NY","14701","CHAUTAUQUA","0.987666","0.829199","0.956964","0.956975","2 out of 10","0 out of 9","2 out of 10"
"330205","ST ANTHONY COMMUNITY HOSPITAL","15 - 19  MAPLE AVENUE","Warwick","NY","10990","ORANGE","0.987666","0.829199","0.987252","1.034707","0 out of 10","0 out of 9","0 out of 10"
"330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","Far Rockaway","NY","11691","QUEENS","0.987666","0.829199","0.996274","1.067151","0 out of 10","0 out of 9","0 out of 10"
"330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","New Hyde Park","NY","11040","QUEENS","0.987666","0.829199","1.011871","1.018259","0 out of 10","0 out of 9","0 out of 10"
"330211","CLAXTON-HEPBURN MEDICAL CENTER","214 KING STREET","Ogdensburg","NY","13669","ST. LAWRENCE","0.987666","0.829199","0.857975","0.861915","8 out of 10","0 out of 9","8 out of 10"
"330132","TLC HEALTH NETWORK","845 ROUTES 5 AND 20","Irving","NY","14081","CHAUTAUQUA","0.987666","0.829199","0.937755","0.955111","2 out of 10","0 out of 9","2 out of 10"
"330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","Poughkeepsie","NY","12601","DUTCHESS","0.987666","0.829199","1.000686","0.973878","1 out of 10","1 out of 9","1 out of 10"
"330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","Syracuse","NY","13210","ONONDAGA","0.987666","0.829199","0.991386","1.023937","0 out of 10","0 out of 9","0 out of 10"
"330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","Port Jefferson","NY","11777","SUFFOLK","0.987666","0.829199","1.027942","1.032614","0 out of 10","0 out of 9","0 out of 10"
"330265","CLIFTON SPRINGS HOSPITAL AND CLINIC","2 COULTER ROAD","Clifton Springs","NY","14432","ONTARIO","0.987666","0.829199","0.852813","0.825351","10 out of 10","9 out of 9","10 out of 10"
"330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","Rhinebeck","NY","12572","DUTCHESS","0.987666","0.829199","0.918435","0.962552","2 out of 10","0 out of 9","2 out of 10"
"330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","Jamaica","NY","11418","QUEENS","0.987666","0.829199","1.020115","1.029839","0 out of 10","0 out of 9","0 out of 10"
"330229","BROOKS MEMORIAL HOSPITAL","529 CENTRAL AVENUE","Dunkirk","NY","14048","CHAUTAUQUA","0.987666","0.829199","0.923933","1.009603","0 out of 10","0 out of 9","0 out of 10"
"310022","VIRTUA WEST JERSEY HOSPITALS BERLIN","WHITEHORSE PIKE AND TOWNSEND AVENUE","Marlton","NJ","08053","CAMDEN","0.987666","0.829199","1.036269","1.034495","0 out of 10","0 out of 9","0 out of 10"
"310010","UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO","ONE-FIVE PLAINSBORO ROAD","Plainsboro","NJ","08536","MIDDLESEX","0.987666","0.829199","1.052046","1.058782","0 out of 10","0 out of 9","0 out of 10"
"310001","HACKENSACK UNIVERSITY MEDICAL CENTER","30 PROSPECT AVE","Hackensack","NJ","07601","BERGEN","0.987666","0.829199","1.116502","1.100275","0 out of 10","0 out of 9","0 out of 10"
"310108","JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","65 JAMES STREET","Edison","NJ","08818","MIDDLESEX","0.987666","0.829199","1.182505","1.117774","0 out of 10","1 out of 9","1 out of 10"
"310016","CAREPOINT HEALTH-CHRIST HOSPITAL","176 PALISADE AVE","Jersey City","NJ","07306","HUDSON","0.987666","0.829199","1.127852","1.108547","0 out of 10","0 out of 9","0 out of 10"
"320002","CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","455 ST MICHAEL'S DRIVE","Santa Fe","NM","87505","SANTA FE","0.987666","0.829199","0.932087","0.941402","3 out of 10","0 out of 9","3 out of 10"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","Albuquerque","NM","87102","BERNALILLO","0.987666","0.829199","0.989049","0.978462","1 out of 10","0 out of 9","1 out of 10"
"320074","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW","Albuquerque","NM","87114","BERNALILLO","0.987666","0.829199","0.939848","0.855161","8 out of 10","7 out of 9","8 out of 10"
"330394","UNITED HEALTH SERVICES HOSPITALS, INC","10-42 MITCHELL AVENUE","Johnson City","NY","13790","BROOME","0.987666","0.829199","0.934068","0.919806","4 out of 10","1 out of 9","4 out of 10"
"330240","HARLEM HOSPITAL CENTER","506 LENOX AVENUE","New York","NY","10037","NEW YORK","0.987666","0.829199","0.947674","0.986896","1 out of 10","0 out of 9","1 out of 10"
"300023","EXETER HOSPITAL INC","5 ALUMNI DRIVE","Exeter","NH","03833","ROCKINGHAM","0.987666","0.829199","1.003673","0.992944","0 out of 10","0 out of 9","0 out of 10"
"310075","MONMOUTH MEDICAL CENTER","300 SECOND AVENUE","Long Branch","NJ","07740","MONMOUTH","0.987666","0.829199","1.121294","1.114553","0 out of 10","0 out of 9","0 out of 10"
"310039","RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION","530 NEW BRUNSWICK AVE","Perth Amboy","NJ","08861","MIDDLESEX","0.987666","0.829199","1.120312","1.120860","0 out of 10","0 out of 9","0 out of 10"
"310064","ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS","1925 PACIFIC AVENUE","Atlantic City","NJ","08401","ATLANTIC","0.987666","0.829199","1.065411","1.009273","0 out of 10","2 out of 9","2 out of 10"
"310027","TRINITAS REGIONAL MEDICAL CENTER","225 WILLIAMSON STREET","Elizabeth","NJ","07207","UNION","0.987666","0.829199","1.164641","1.155812","0 out of 10","0 out of 9","0 out of 10"
"310024","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY","865 STONE ST","Rahway","NJ","07065","UNION","0.987666","0.829199","1.131973","1.107361","0 out of 10","0 out of 9","0 out of 10"
"440031","ROANE MEDICAL CENTER","8045 ROANE MEDICAL CENTER DRIVE","Harriman","TN","37748","ROANE","0.987666","0.829199","0.955425","0.948951","3 out of 10","0 out of 9","3 out of 10"
"440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","Jackson","TN","38301","MADISON","0.987666","0.829199","1.023832","1.056632","0 out of 10","0 out of 9","0 out of 10"
"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","La Follette","TN","37766","CAMPBELL","0.987666","0.829199","1.033240","1.024155","0 out of 10","0 out of 9","0 out of 10"
"440017","WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD","Kingsport","TN","37660","SULLIVAN","0.987666","0.829199","1.053668","1.046649","0 out of 10","0 out of 9","0 out of 10"
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","300 MED TECH PARKWAY","Johnson City","TN","37604","WASHINGTON","0.987666","0.829199","0.933573","0.952728","2 out of 10","0 out of 9","2 out of 10"
"440025","LAUGHLIN MEMORIAL HOSPITAL, INC","1420 TUSCULUM BLVD","Greeneville","TN","37745","GREENE","0.987666","0.829199","0.907993","0.949631","3 out of 10","0 out of 9","3 out of 10"
"440067","LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","Morristown","TN","37814","HAMBLEN","0.987666","0.829199","1.020734","1.094039","0 out of 10","0 out of 9","0 out of 10"
"450154","VAL VERDE REGIONAL MEDICAL CENTER","801 BEDELL AVE","Del Rio","TX","78840","VAL VERDE","0.987666","0.829199","0.903716","0.864943","7 out of 10","5 out of 9","7 out of 10"
"450372","BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE","2400 N INTERSTATE HIGHWAY 35E","Waxahachie","TX","75165","ELLIS","0.987666","0.829199","1.013881","1.052651","0 out of 10","0 out of 9","0 out of 10"
"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","Knoxville","TN","37923","KNOX","0.987666","0.829199","0.962024","0.962232","2 out of 10","0 out of 9","2 out of 10"
"440006","TRISTAR SKYLINE MEDICAL CENTER","3441 DICKERSON PIKE","Nashville","TN","37207","DAVIDSON","0.987666","0.829199","1.045870","1.052577","0 out of 10","0 out of 9","0 out of 10"
"440144","TENNOVA HEALTHCARE-HARTON","1801 N JACKSON ST BOX 460","Tullahoma","TN","37388","COFFEE","0.987666","0.829199","1.035366","1.057968","0 out of 10","0 out of 9","0 out of 10"
"440133","SAINT THOMAS MIDTOWN HOSPITAL","2000 CHURCH ST","Nashville","TN","37236","DAVIDSON","0.987666","0.829199","0.983196","0.988258","0 out of 10","0 out of 9","0 out of 10"
"450162","GRACE MEDICAL CENTER","2412 50TH ST","Lubbock","TX","79412","LUBBOCK","0.987666","0.829199","1.004073","1.023717","0 out of 10","0 out of 9","0 out of 10"
