Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Start_Date,End_Date
"151303","ST VINCENT JENNINGS HOSPITAL INC","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151304","RUSH MEMORIAL HOSPITAL","OP-26","417","0","220","7","17","14","17","0","2","","01/01/2015","12/31/2015"
"151305","PULASKI MEMORIAL HOSPITAL","OP-26","614","163","1473","73","32","4","14","4","6","","01/01/2015","12/31/2015"
"151306","INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151307","ST. VINCENT WILLIAMSPORT HOSPITAL, INC.","OP-26","39","0","0","109","4","0","0","0","212","","01/01/2015","12/31/2015"
"151308","ST VINCENT MERCY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151309","ST. VINCENT CLAY HOSPITAL INC","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151310","PARKVIEW WABASH HOSPITAL, INC","OP-26","353","0","2","12","16","7","15","2","11","","01/01/2015","12/31/2015"
"151311","INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","OP-26","697","0","192","132","20","9","56","2","8","","01/01/2015","12/31/2015"
"151312","INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151313","WOODLAWN HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151314","ST VINCENT SALEM HOSPITAL INC","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151316","ST VINCENT FRANKFORT HOSPITAL INC","OP-26","261","0","48","49","38","9","0","0","0","","01/01/2015","12/31/2015"
"151317","GREENE COUNTY GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151318","DUKES MEMORIAL HOSPITAL","OP-26","546","0","50","135","15","55","14","1","6","","01/01/2015","12/31/2015"
"151319","GIBSON GENERAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151320","JAY COUNTY HOSPITAL","OP-26","142","0","6","31","20","16","3","0","6","","01/01/2015","12/31/2015"
"151322","PERRY COUNTY MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151323","PARKVIEW LAGRANGE HOSPITAL","OP-26","614","56","4","48","19","19","10","0","0","","01/01/2015","12/31/2015"
"151324","JASPER COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151325","ST. MARY'S WARRICK HOSPITAL INC","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151326","UNION HOSPITAL CLINTON","OP-26","371","49","8","0","1","0","31","0","1","","01/01/2015","12/31/2015"
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151328","INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151329","MARGARET MARY COMMUNITY HOSPITAL INC","OP-26","2675","566","178","475","2440","633","139","49","41","","01/01/2015","12/31/2015"
"151330","ADAMS MEMORIAL HOSPITAL","OP-26","850","350","710","333","30","17","15","0","52","","01/01/2015","12/31/2015"
"151331","HARRISON COUNTY HOSPITAL","OP-26","252","12","0","63","0","2","0","0","0","","01/01/2015","12/31/2015"
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151333","PUTNAM COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"151335","ST VINCENT DUNN HOSPITAL INC","OP-26","526","189","74","77","128","142","2","2","344","","01/01/2015","12/31/2015"
"160001","CENTRAL IOWA HEALTHCARE","OP-26","913","550","176","253","879","26","131","4","37","","01/01/2015","12/31/2015"
"160005","ST ANTHONY REGIONAL HOSPITAL","OP-26","1269","332","372","259","87","65","83","2","10","","01/01/2015","12/31/2015"
"160008","KEOKUK AREA HOSPITAL","OP-26","363","286","62","25","7","14","8","1","1","","01/01/2015","12/31/2015"
"160013","UNITY HEALTHCARE DBA TRINITY MUSCATINE","OP-26","979","402","604","26","629","25","18","0","0","","01/01/2015","12/31/2015"
"160016","TRINITY REGIONAL MEDICAL CENTER","OP-26","2669","1174","375","137","38","65","162","2","35","","01/01/2015","12/31/2015"
"160024","IOWA LUTHERAN HOSPITAL","OP-26","47","0","27","158","85","171","46","42","38","","01/01/2015","12/31/2015"
"160028","ALEGENT HEALTH MERCY HOSPITAL","OP-26","2724","237","210","193","106","95","142","40","21","","01/01/2015","12/31/2015"
"160029","MERCY HOSPITAL","OP-26","4990","0","52","96","59","230","410","48","51","","01/01/2015","12/31/2015"
"160030","MARY GREELEY MEDICAL CENTER","OP-26","5283","1199","2605","1724","514","689","706","203","135","","01/01/2015","12/31/2015"
"160032","SKIFF MEDICAL CENTER","OP-26","666","232","241","338","353","9","35","0","15","","01/01/2015","12/31/2015"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","OP-26","1019","236","1767","670","1204","218","1565","69","165","","01/01/2015","12/31/2015"
"160040","SARTORI MEMORIAL HOSPITAL, INC","OP-26","2145","771","469","654","15","2","23","2","9","","01/01/2015","12/31/2015"
"160045","ST LUKES HOSPITAL","OP-26","6800","0","130","590","81","672","284","88","89","","01/01/2015","12/31/2015"
"160047","METHODIST JENNIE EDMUNDSON","OP-26","1749","103","600","238","62","174","609","67","67","","01/01/2015","12/31/2015"
"160057","GREAT RIVER MEDICAL CENTER","OP-26","4301","360","545","846","1339","280","326","45","36","","01/01/2015","12/31/2015"
"160058","UNIVERSITY OF IOWA HOSPITAL & CLINICS","OP-26","9987","9682","2490","6439","24645","3881","2057","5436","3898","","01/01/2015","12/31/2015"
"160064","MERCY MEDICAL CENTER-NORTH IOWA","OP-26","2806","0","747","345","624","239","1282","178","16","","01/01/2015","12/31/2015"
"160067","COVENANT MEDICAL CENTER","OP-26","3530","227","2255","3830","3851","639","400","209","97","","01/01/2015","12/31/2015"
"160069","MERCY MEDICAL CENTER-DUBUQUE","OP-26","2559","130","3","80","60","273","39","11","14","","01/01/2015","12/31/2015"
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","OP-26","8255","1733","2286","3112","1622","587","1255","176","317","","01/01/2015","12/31/2015"
"160080","MERCY MEDICAL CENTER-CLINTON","OP-26","1016","218","1","4","20","154","38","66","25","","01/01/2015","12/31/2015"
"160082","IOWA METHODIST MEDICAL CENTER","OP-26","47","0","27","158","85","171","46","42","38","","01/01/2015","12/31/2015"
"160083","MERCY MEDICAL CENTER-DES MOINES","OP-26","11518","150","56","228","284","698","2830","94","164","","01/01/2015","12/31/2015"
"160089","OTTUMWA REGIONAL HEALTH CENTER","OP-26","1778","370","737","384","526","71","507","4","16","","01/01/2015","12/31/2015"
"160101","BROADLAWNS MEDICAL CENTER","OP-26","1287","416","2491","2541","2153","156","63","54","275","","01/01/2015","12/31/2015"
"160104","TRINITY - BETTENDORF","OP-26","467","0","499","149","171","86","74","0","37","","01/01/2015","12/31/2015"
"160110","ALLEN HOSPITAL","OP-26","8061","1897","309","727","140","412","1511","78","113","","01/01/2015","12/31/2015"
"160112","SPENCER MUNICIPAL HOSPITAL","OP-26","759","573","362","529","61","173","0","2","0","","01/01/2015","12/31/2015"
"160117","FINLEY HOSPITAL","OP-26","307","1138","125","602","37","280","86","6","51","","01/01/2015","12/31/2015"
"160122","FORT MADISON COMMUNITY HOSPITAL","OP-26","551","318","245","226","127","210","25","10","6","","01/01/2015","12/31/2015"
"160124","LAKES REGIONAL HEALTHCARE","OP-26","1420","265","301","569","263","120","175","9","149","","01/01/2015","12/31/2015"
"160146","ST LUKES REGIONAL MEDICAL CENTER","OP-26","221","0","22","139","162","50","652","131","205","","01/01/2015","12/31/2015"
"160147","GRINNELL REGIONAL MEDICAL CENTER","OP-26","1140","44","654","44","16","74","21","1","8","","01/01/2015","12/31/2015"
"160153","MERCY MEDICAL CENTER-SIOUX CITY","OP-26","2724","0","23","78","73","148","305","0","153","","01/01/2015","12/31/2015"
"161300","BAUM HARMON MERCY HOSPITAL","OP-26","14","0","0","0","6","0","0","0","17","","01/01/2015","12/31/2015"
"161301","IOWA SPECIALTY HOSPITAL - BELMOND","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161302","IOWA SPECIALTY HOSPITAL-CLARION","OP-26","0","0","0","18","0","0","0","0","165","","01/01/2015","12/31/2015"
"161303","GRUNDY COUNTY MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161304","CHI HEALTH  - MERCY CORNING","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161305","POCAHONTAS COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161306","JONES REGIONAL MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161307","HANCOCK COUNTY HEALTH SYSTEM","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161310","ADAIR COUNTY MEMORIAL HOSPITAL","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"161311","HAWARDEN REGIONAL HEALTHCARE","OP-26","100","0","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"161313","GENESIS MEDICAL CENTER-DEWITT","OP-26","52","390","7","1","3","0","0","0","0","","01/01/2015","12/31/2015"
"161314","GUTHRIE COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161315","KEOKUK COUNTY HEALTH CENTER","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"161316","GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161317","MARENGO MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161319","CENTRAL COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161320","COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161321","SANFORD ROCK RAPIDS MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161322","DALLAS COUNTY HOSPITAL","OP-26","189","44","108","13","1","3","0","0","0","","01/01/2015","12/31/2015"
"161324","GEORGE C GRAPE COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161325","GREENE COUNTY MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161327","DAVIS COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161331","MERCY MEDICAL CENTER-NEW HAMPTON","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161332","MANNING REGIONAL HEALTHCARE CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161334","HUMBOLDT COUNTY MEMORIAL HOSPITAL","OP-26","0","0","0","51","0","11","0","0","0","","01/01/2015","12/31/2015"
"161335","BUCHANAN COUNTY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161336","HEGG MEMORIAL HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161337","VAN BUREN COUNTY HOSPITAL - ACUTE","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161338","MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN","OP-26","3","0","0","0","1","9","53","0","0","","01/01/2015","12/31/2015"
"161339","WAVERLY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161341","LUCAS COUNTY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161342","MONROE COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161343","REGIONAL MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161344","WASHINGTON COUNTY HOSPITAL AND CLINICS","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161345","OSCEOLA COMMUNITY HOSPITAL","OP-26","359","38","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"161346","SIOUX CENTER HEALTH","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161347","FLOYD COUNTY MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161348","CLARKE COUNTY HOSPITAL","OP-26","20","79","0","24","13","0","0","0","0","","01/01/2015","12/31/2015"
"161350","STEWART MEMORIAL COMMUNITY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161351","AVERA HOLY FAMILY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161352","CLARINDA REGIONAL HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161353","KOSSUTH REGIONAL HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161354","HORN MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161355","KNOXVILLE HOSPITAL & CLINICS","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161356","HENRY COUNTY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161358","WAYNE COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161359","BURGESS HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161360","ORANGE CITY AREA HEALTH SYSTEM","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2015","12/31/2015"
"161361","VAN DIEST MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161364","JEFFERSON COUNTY HEALTH CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161365","GREATER REGIONAL MEDICAL CENTER","OP-26","654","257","309","401","15","7","37","4","0","","01/01/2015","12/31/2015"
"161366","SHENANDOAH MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161367","PELLA REGIONAL HEALTH CENTER","OP-26","2048","199","180","905","1097","305","235","7","124","","01/01/2015","12/31/2015"
"161369","CRAWFORD COUNTY MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161370","LORING HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161371","WINNESHIEK MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161372","BOONE COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161373","RINGGOLD COUNTY HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161374","MYRTUE MEDICAL CENTER","OP-26","843","100","156","110","50","102","14","4","4","","01/01/2015","12/31/2015"
"161375","BUENA VISTA REGIONAL MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161376","CASS COUNTY MEMORIAL HOSPITAL","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161379","MAHASKA  HEALTH PARTNERSHIP","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"161381","SANFORD SHELDON MEDICAL CENTER","OP-26","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","Not Available (5)","5","01/01/2015","12/31/2015"
"170006","VIA CHRISTI HOSPITAL PITTSBURG INC","OP-26","1601","0","25","128","91","171","99","38","15","","01/01/2015","12/31/2015"
"170009","SAINT JOHN HOSPITAL","OP-26","120","123","3","4","1","7","21","0","0","","01/01/2015","12/31/2015"
"170012","SALINA REGIONAL HEALTH CENTER","OP-26","2513","144","643","496","1056","354","1446","140","90","","01/01/2015","12/31/2015"
"170013","HAYS MEDICAL CENTER","OP-26","1844","202","1088","715","1316","714","1290","118","61","","01/01/2015","12/31/2015"
"170014","RANSOM MEMORIAL HOSPITAL","OP-26","737","545","96","102","34","137","39","14","29","","01/01/2015","12/31/2015"
"170016","ST FRANCIS HEALTH CENTER","OP-26","1687","41","3682","574","1157","442","3297","113","151","","01/01/2015","12/31/2015"
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","OP-26","1395","388","119","253","35","33","50","1","4","","01/01/2015","12/31/2015"
"170020","HUTCHINSON REGIONAL MEDICAL CENTER INC","OP-26","262","0","57","209","3","287","861","24","25","","01/01/2015","12/31/2015"
"170023","ST CATHERINE HOSPITAL","OP-26","2169","32","890","1040","448","725","1041","29","161","","01/01/2015","12/31/2015"
"170027","PRATT REGIONAL MEDICAL CENTER","OP-26","233","240","6","201","14","41","26","0","7","","01/01/2015","12/31/2015"
"170039","SUMNER REGIONAL MEDICAL CENTER","OP-26","384","0","0","0","3","0","14","0","0","","01/01/2015","12/31/2015"
"170040","UNIVERSITY OF KANSAS HOSPITAL","OP-26","6019","48","10162","4037","2048","1653","26758","756","2837","","01/01/2015","12/31/2015"
"170049","OLATHE MEDICAL CENTER","OP-26","8072","620","2993","2064","1246","719","1566","151","113","","01/01/2015","12/31/2015"
"170058","MERCY HOSPITAL-FORT SCOTT","OP-26","1171","0","409","341","49","55","56","2","19","","01/01/2015","12/31/2015"
"170068","SOUTHWEST MEDICAL CENTER","OP-26","956","0","10","56","84","29","51","0","0","","01/01/2015","12/31/2015"
"170074","GEARY COMMUNITY HOSPITAL","OP-26","639","92","104","16","17","42","19","0","7","","01/01/2015","12/31/2015"
"170075","MERCY HOSPITAL","OP-26","100","0","6","0","0","7","0","0","1","","01/01/2015","12/31/2015"
"170086","STORMONT VAIL HOSPITAL","OP-26","794","574","3497","1134","323","711","166","386","106","","01/01/2015","12/31/2015"
"170094","COFFEY COUNTY HOSPITAL","OP-26","585","87","600","68","747","33","11","0","1","","01/01/2015","12/31/2015"
"170103","NEWTON MEDICAL CENTER","OP-26","1702","90","470","830","660","325","303","25","21","","01/01/2015","12/31/2015"
"170104","SHAWNEE MISSION MEDICAL CENTER","OP-26","511","2","2283","1489","4324","529","2687","111","122","","01/01/2015","12/31/2015"
"170105","MCPHERSON HOSPITAL","OP-26","437","74","16","3","20","137","9","6","12","","01/01/2015","12/31/2015"
"170109","MIAMI COUNTY MEDICAL CENTER","OP-26","926","112","570","213","13","85","199","0","2","","01/01/2015","12/31/2015"
"170110","BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL","OP-26","143","0","0","3","15","3","6","0","1","","01/01/2015","12/31/2015"
"170120","LABETTE HEALTH","OP-26","1028","370","154","241","41","285","76","0","2","","01/01/2015","12/31/2015"
"170122","VIA CHRISTI HOSPITAL-WICHITA","OP-26","1941","0","62","262","101","529","394","112","131","","01/01/2015","12/31/2015"
"170123","WESLEY MEDICAL CENTER","OP-26","4805","53","650","2213","584","618","3048","266","53","","01/01/2015","12/31/2015"
